Date,Open,High,Low,Close,Adj Close,Volume
2017-12-16,44.189999,44.650002,42.200001,42.279999,39.888279,13468960
2017-12-23,42.279999,43.590000,42.029999,43.509998,41.048698,5485257
2017-12-30,43.509998,44.000000,42.910000,43.540001,41.077003,8233578
2018-01-06,43.639999,44.150002,42.799999,43.580002,41.114738,12500360
2018-01-13,43.939999,45.849998,43.459999,44.160000,41.661930,10635266
2018-01-20,44.230000,47.340000,44.040001,45.570000,42.992168,17423119
2018-01-27,46.500000,46.500000,44.799999,46.310001,43.690311,13618600
2018-02-03,46.310001,46.349998,44.009998,44.840000,42.303463,15548395
2018-02-10,45.060001,45.230000,43.400002,44.009998,41.520416,12698799
2018-02-17,44.450001,44.700001,43.049999,44.430000,41.916653,5704442
2018-02-24,44.450001,44.849998,42.939999,43.040001,40.605289,8914056
2018-03-03,43.740002,43.740002,41.000000,42.549999,40.143005,9113077
2018-03-10,43.290001,43.299999,41.000000,41.259998,38.925976,14711263
2018-03-17,41.259998,42.750000,41.000000,41.520000,39.171272,7603384
2018-03-24,41.770000,41.770000,39.590000,39.779999,37.529697,7752950
2018-03-31,39.689999,41.889999,39.150002,40.799999,38.492001,9099155
2018-04-07,41.360001,42.869999,40.700001,42.090000,39.709026,11549690
2018-04-14,41.990002,43.799999,41.150002,43.259998,40.812840,8739773
2018-04-21,43.160000,43.990002,42.509998,43.290001,40.841145,4408539
2018-04-28,43.700001,43.860001,40.619999,41.189999,38.859936,7900887
2018-05-05,41.349998,41.400002,39.340000,39.980000,38.031883,8561179
2018-05-12,40.000000,40.500000,38.060001,38.900002,37.004509,7937708
2018-05-19,38.520000,40.009998,37.250000,37.980000,36.129337,8311520
2018-05-26,37.790001,38.939999,37.049999,37.349998,35.530037,11740896
2018-06-02,37.400002,37.779999,34.919998,35.730000,33.988976,12273491
2018-06-09,35.830002,37.500000,35.529999,36.869999,35.073425,22625350
2018-06-16,37.000000,37.689999,36.099998,37.220001,35.406372,12680660
2018-06-23,37.310001,39.570000,36.320000,38.689999,36.804741,15420523
2018-06-30,38.290001,41.000000,36.950001,40.310001,38.345806,10052183
